Date,Open,High,Low,Close,Adj Close,Volume
2007-01-08,2435.250000,2502.820068,2421.129883,2502.820068,2502.820068,10936070000
2007-01-15,2504.560059,2508.929932,2435.679932,2451.310059,2451.310059,8907500000
2007-01-22,2454.500000,2470.510010,2418.610107,2435.489990,2435.489990,10373360000
2007-01-29,2434.639893,2481.379883,2431.310059,2475.879883,2475.879883,9918520000
2007-02-05,2475.030029,2496.520020,2453.439941,2459.820068,2459.820068,10369900000
2007-02-12,2460.629883,2498.370117,2444.679932,2496.310059,2496.310059,9672320000
2007-02-19,2491.750000,2531.419922,2479.919922,2515.100098,2515.100098,8041220000
2007-02-26,2525.040039,2525.979980,2359.439941,2368.000000,2368.000000,12633850000
2007-03-05,2368.000000,2404.800049,2340.399902,2387.550049,2387.550049,10237400000
2007-03-12,2385.139893,2404.020020,2331.570068,2372.659912,2372.659912,9850690000
2007-03-19,2384.659912,2459.959961,2381.550049,2448.929932,2448.929932,9093410000
2007-03-26,2451.600098,2455.629883,2396.830078,2421.639893,2421.639893,9318860000
2007-04-02,2425.360107,2471.340088,2409.040039,2471.340088,2471.340088,7187300000
2007-04-09,2478.020020,2491.939941,2448.709961,2491.939941,2491.939941,9247200000
2007-04-16,2500.550049,2532.239990,2490.340088,2526.389893,2526.389893,9924280000
2007-04-23,2525.770020,2562.989990,2509.260010,2557.209961,2557.209961,11277510000
2007-04-30,2558.050049,2577.959961,2510.570068,2572.149902,2572.149902,10856880000
2007-05-07,2572.639893,2580.060059,2533.120117,2562.219971,2562.219971,9617430000
2007-05-14,2564.050049,2568.929932,2519.350098,2558.449951,2558.449951,10112080000
2007-05-21,2560.929932,2600.939941,2531.280029,2557.189941,2557.189941,9839780000
2007-05-28,2561.040039,2626.399902,2551.679932,2613.919922,2613.919922,7787030000
2007-06-04,2606.050049,2619.750000,2534.969971,2573.540039,2573.540039,10917830000
2007-06-11,2569.639893,2630.510010,2547.989990,2626.709961,2626.709961,10105770000
2007-06-18,2631.340088,2634.600098,2583.239990,2588.959961,2588.959961,12185250000
2007-06-25,2590.590088,2626.560059,2560.449951,2603.229980,2603.229980,10251430000
2007-07-02,2617.389893,2667.969971,2614.840088,2666.510010,2666.510010,6234600000
2007-07-09,2668.989990,2707.639893,2631.889893,2707.000000,2707.000000,10034340000
2007-07-16,2703.399902,2724.739990,2674.260010,2687.600098,2687.600098,10680550000
2007-07-23,2698.489990,2705.030029,2562.060059,2562.239990,2562.239990,13077030000
2007-07-30,2568.139893,2607.449951,2511.120117,2511.250000,2511.250000,12954510000
2007-08-06,2524.870117,2627.750000,2491.959961,2544.889893,2544.889893,15858500000
2007-08-13,2566.600098,2572.510010,2386.689941,2505.030029,2505.030029,12257440000
2007-08-20,2511.070068,2576.689941,2487.439941,2576.689941,2576.689941,8368320000
2007-08-27,2570.409912,2603.110107,2500.550049,2596.360107,2596.360107,7768100000
2007-09-03,2596.379883,2644.449951,2556.590088,2565.699951,2565.699951,7486650000
2007-09-10,2581.780029,2612.699951,2536.929932,2602.179932,2602.179932,8656820000
2007-09-17,2594.040039,2683.020020,2575.360107,2671.219971,2671.219971,9694970000
2007-09-24,2676.419922,2716.750000,2656.330078,2701.500000,2701.500000,9418810000
2007-10-01,2704.250000,2784.929932,2704.250000,2780.320068,2780.320068,9214010000
2007-10-08,2777.719971,2834.000000,2757.760010,2805.679932,2805.679932,9744840000
2007-10-15,2809.169922,2811.659912,2725.159912,2725.159912,2725.159912,10750380000
2007-10-22,2705.860107,2810.310059,2698.139893,2804.189941,2804.189941,12371200000
2007-10-29,2815.159912,2861.510010,2773.820068,2810.379883,2810.379883,11625650000
2007-11-05,2782.800049,2825.469971,2624.429932,2627.939941,2627.939941,13483530000
2007-11-12,2619.409912,2698.350098,2583.000000,2637.239990,2637.239990,12708940000
2007-11-19,2622.439941,2633.820068,2542.699951,2596.600098,2596.600098,7634440000
2007-11-26,2599.820068,2696.239990,2539.810059,2660.959961,2660.959961,11433420000
2007-12-03,2654.909912,2711.959961,2613.830078,2706.159912,2706.159912,10124040000
2007-12-10,2710.729980,2734.820068,2634.750000,2635.739990,2635.739990,10329790000
2007-12-17,2623.229980,2691.989990,2553.989990,2691.989990,2691.989990,10160890000
2007-12-24,2694.350098,2727.550049,2661.790039,2674.459961,2674.459961,5684120000
2007-12-31,2663.780029,2668.610107,2502.679932,2504.649902,2504.649902,8017750000
2008-01-07,2514.149902,2527.419922,2407.389893,2439.939941,2439.939941,12983630000
2008-01-14,2470.870117,2483.129883,2323.290039,2340.020020,2340.020020,13698970000
2008-01-21,2221.199951,2408.219971,2202.540039,2326.199951,2326.199951,12339990000
2008-01-28,2324.850098,2419.229980,2306.639893,2413.360107,2413.360107,12686350000
2008-02-04,2413.419922,2413.419922,2252.649902,2304.850098,2304.850098,12090470000
2008-02-11,2310.750000,2376.219971,2294.419922,2321.800049,2321.800049,10697590000
2008-02-18,2348.979980,2353.790039,2265.360107,2303.350098,2303.350098,8848860000
2008-02-25,2303.409912,2363.520020,2264.969971,2271.479980,2271.479980,11070470000
2008-03-03,2271.260010,2290.010010,2186.929932,2212.489990,2212.489990,11576210000
2008-03-10,2211.139893,2282.610107,2168.669922,2212.489990,2212.489990,11670720000
2008-03-17,2166.939941,2280.899902,2155.419922,2258.110107,2258.110107,9779740000
2008-03-24,2268.199951,2346.780029,2256.870117,2261.179932,2261.179932,10151410000
2008-03-31,2265.149902,2391.929932,2260.590088,2370.979980,2370.979980,9916200000
2008-04-07,2386.620117,2390.040039,2286.189941,2290.239990,2290.239990,9348900000
2008-04-14,2287.020020,2412.780029,2266.290039,2402.969971,2402.969971,9610450000
2008-04-21,2393.070068,2447.280029,2361.669922,2422.929932,2422.929932,10017960000
2008-04-28,2422.629883,2499.139893,2406.370117,2476.989990,2476.989990,10245380000
2008-05-05,2475.310059,2496.649902,2429.030029,2445.520020,2445.520020,10164460000
2008-05-12,2454.649902,2537.409912,2446.360107,2528.850098,2528.850098,10256260000
2008-05-19,2530.820068,2551.469971,2430.360107,2444.669922,2444.669922,10093200000
2008-05-26,2450.520020,2530.159912,2448.580078,2522.659912,2522.659912,7644910000
2008-06-02,2514.820068,2549.939941,2460.560059,2474.560059,2474.560059,10721310000
2008-06-09,2483.219971,2485.000000,2388.489990,2454.500000,2454.500000,10614560000
2008-06-16,2443.129883,2483.189941,2394.260010,2406.090088,2406.090088,10565330000
2008-06-23,2416.550049,2421.250000,2290.590088,2315.629883,2315.629883,11970500000
2008-06-30,2312.419922,2325.489990,2227.800049,2245.379883,2245.379883,8550260000
2008-07-07,2263.689941,2296.030029,2203.250000,2239.080078,2239.080078,11752990000
2008-07-14,2262.860107,2320.770020,2167.290039,2282.780029,2282.780029,12017890000
2008-07-21,2290.750000,2350.090088,2252.840088,2310.530029,2310.530029,11644950000
2008-07-28,2307.189941,2353.389893,2258.620117,2310.959961,2310.959961,11114910000
2008-08-04,2309.750000,2416.399902,2280.929932,2414.100098,2414.100098,10942390000
2008-08-11,2407.550049,2473.199951,2402.530029,2452.520020,2452.520020,9898350000
2008-08-18,2456.959961,2456.959961,2360.389893,2414.709961,2414.709961,8023700000
2008-08-25,2399.729980,2412.840088,2345.790039,2367.520020,2367.520020,8306310000
2008-09-01,2402.110107,2413.110107,2216.989990,2255.879883,2255.879883,8666070000
2008-09-08,2296.179932,2303.889893,2191.530029,2261.270020,2261.270020,11650510000
2008-09-15,2202.280029,2318.429932,2070.219971,2273.899902,2273.899902,16752980000
2008-09-22,2265.770020,2266.449951,2136.850098,2183.340088,2183.340088,9469040000
2008-09-29,2147.159912,2152.689941,1947.189941,1947.390015,1947.390015,11758900000
2008-10-06,1898.630005,1905.010010,1542.449951,1649.510010,1649.510010,16630530000
2008-10-13,1734.599976,1896.949951,1565.719971,1711.290039,1711.290039,14160790000
2008-10-20,1735.130005,1770.050049,1493.790039,1552.030029,1552.030029,12479010000
2008-10-27,1528.119995,1742.540039,1503.810059,1720.949951,1720.949951,12692230000
2008-11-03,1718.890015,1785.839966,1603.869995,1647.400024,1647.400024,10423750000
2008-11-10,1680.670044,1680.670044,1428.540039,1516.849976,1516.849976,10958150000
2008-11-17,1494.739990,1526.959961,1295.479980,1384.349976,1384.349976,12772580000
2008-11-24,1409.719971,1535.569946,1397.189941,1535.569946,1535.569946,7778730000
2008-12-01,1496.089966,1510.390015,1398.069946,1509.310059,1509.310059,10399180000
2008-12-08,1541.439941,1602.920044,1478.030029,1540.719971,1540.719971,10380970000
2008-12-15,1544.160034,1598.329956,1491.359985,1564.319946,1564.319946,10713980000
2008-12-22,1562.170044,1563.790039,1503.660034,1530.239990,1530.239990,4044120000
2008-12-29,1529.540039,1636.030029,1493.449951,1632.209961,1632.209961,5520050000
2009-01-05,1621.479980,1665.630005,1569.869995,1571.589966,1571.589966,9849940000
2009-01-12,1573.449951,1573.459961,1456.719971,1529.329956,1529.329956,10392080000
2009-01-19,1520.760010,1521.849976,1434.079956,1477.290039,1477.290039,8606720000
2009-01-26,1479.979980,1568.329956,1470.810059,1476.420044,1476.420044,9708450000
2009-02-02,1460.849976,1594.260010,1460.510010,1591.709961,1591.709961,11135250000
2009-02-09,1590.739990,1598.500000,1495.339966,1534.359985,1534.359985,11005200000
2009-02-16,1489.119995,1492.819946,1416.959961,1441.229980,1441.229980,8882120000
2009-02-23,1452.579956,1453.660034,1372.420044,1377.839966,1377.839966,11358050000
2009-03-02,1356.130005,1372.000000,1268.540039,1293.849976,1293.849976,11446830000
2009-03-09,1284.839966,1433.979980,1265.520020,1431.500000,1431.500000,10980850000
2009-03-16,1445.270020,1509.060059,1402.479980,1457.270020,1457.270020,11655620000
2009-03-23,1491.260010,1587.000000,1482.150024,1545.199951,1545.199951,11220020000
2009-03-30,1516.790039,1623.339966,1484.979980,1621.869995,1621.869995,11381170000
2009-04-06,1602.239990,1652.540039,1559.459961,1652.540039,1652.540039,7856140000
2009-04-13,1641.609985,1682.239990,1599.109985,1673.069946,1673.069946,10929840000
2009-04-20,1641.349976,1702.869995,1598.930054,1694.290039,1694.290039,13152970000
2009-04-27,1672.869995,1753.609985,1661.400024,1719.199951,1719.199951,11707060000
2009-05-04,1733.709961,1773.130005,1702.540039,1739.000000,1739.000000,14535270000
2009-05-11,1713.650024,1747.969971,1664.189941,1680.140015,1680.140015,11595130000
2009-05-18,1696.819946,1767.469971,1677.770020,1692.010010,1692.010010,10187550000
2009-05-25,1677.719971,1774.329956,1677.540039,1774.329956,1774.329956,8868150000
2009-06-01,1796.089966,1865.949951,1792.800049,1849.420044,1849.420044,12238410000
